,Action,Position,Current_Profit,Total_Profit,Reward
8485,0,0,0.0,0.0,0.0
8486,0,0,0.0,0.0,0.0
8487,0,0,0.0,0.0,0.0
8488,0,0,0.0,0.0,0.0
8489,0,0,0.0,0.0,0.0
8490,0,0,0.0,0.0,0.0
8491,0,0,0.0,0.0,0.0
8492,0,0,0.0,0.0,0.0
8493,0,0,0.0,0.0,0.0
8494,0,0,0.0,0.0,0.0
8495,0,0,0.0,0.0,0.0
8496,0,0,0.0,0.0,0.0
8497,0,0,0.0,0.0,0.0
8498,0,0,0.0,0.0,0.0
8499,0,0,0.0,0.0,0.0
8500,0,0,0.0,0.0,0.0
8501,0,0,0.0,0.0,0.0
8502,0,0,0.0,0.0,0.0
8503,0,0,0.0,0.0,0.0
8504,0,0,0.0,0.0,0.0
8505,0,0,0.0,0.0,0.0
8506,0,0,0.0,0.0,0.0
8507,0,0,0.0,0.0,0.0
8508,0,0,0.0,0.0,0.0
8509,0,0,0.0,0.0,0.0
8510,0,0,0.0,0.0,0.0
8511,0,0,0.0,0.0,0.0
8512,0,0,0.0,0.0,0.0
8513,0,0,0.0,0.0,0.0
8514,0,0,0.0,0.0,0.0
8515,0,0,0.0,0.0,0.0
8516,0,0,0.0,0.0,0.0
8517,0,0,0.0,0.0,0.0
